--	pristine	30 min	60 min
696.9	667.650800915332	800.91	815.19
697.15	661.430807453417	809.51	829.99
697.41	660.66501471069	815.14	835.96
697.66	659.900117685518	825.68	849.05
697.91	662.815678326251	830.74	855.6
698.17	669.868175874469	823.16	844.68
698.42	683.097623406342	827.53	845.43
698.67	703.457953579601	800.28	804.41
698.93	712.775952925793	802.55	806.5
699.18	708.315998692384	807.35	809.65
699.43	699.831990846682	808.64	813.78
699.69	689.730127492645	824.57	835.67
699.94	683.90638443936	829.47	847.3
700.19	678.924279176202	828.32	842.19
700.45	666.036224256293	831.04	846.57
700.7	658.289277541681	835.77	852.89
700.95	664.150869565218	817.61	827.2
701.2	665.213850931677	832.2	841.04
701.46	661.012997711671	848.25	859.08
701.71	657.018247793397	845.81	857.9
701.96	649.789767898006	870.12	889.4
702.22	657.485995423341	881.17	899.6
702.47	684.990608041844	866.91	880.1
702.72	712.917561294541	866.31	882.8
702.97	737.535433148088	868.14	884.2
703.23	761.127038247794	872.06	889.6
703.48	782.054419745015	875.06	894.6
703.73	796.543828048382	873.32	897.6
703.98	800.706433474992	889.12	918.8
704.24	800.399241582217	888.79	917.5
704.49	800.830738803531	894.34	926.3
704.74	795.420542661001	887.52	917.1
704.99	785.330941484145	907.56	943.4
705.25	776.842206603465	908.61	943.4
705.5	763.610369401766	922.5	969.4
705.75	750.601876430207	930.73	980.6
706	742.462667538412	923.1	966.4
706.26	736.345645635829	928.35	977.7
706.51	735.510689767899	920.39	967.4
706.76	735.037512258908	922.71	967.5
707.01	736.868453743054	924.52	965.8
707.27	750.484586466166	914.93	954.5
707.52	768.581814318405	900.96	936.8
707.77	780.120611310886	903.67	939.1
708.02	787.062200065381	896.22	927.9
708.27	793.252079110821	891.13	923.1
708.53	791.77168682576	886.06	913.1
708.78	778.747865315463	910.05	942.4
709.03	765.853527296502	915.51	947.2
709.28	755.039480222295	925.8	961.1
709.53	741.975809087937	937.22	979.1
709.79	729.966636155607	943.15	983.7
710.04	727.835155279504	946.08	983.6
710.29	733.868489702517	924.29	954.1
710.54	734.433932657732	941.18	975.5
710.79	739.420353056555	943.67	973.3
711.05	747.272307943773	936.16	962.5
711.3	747.576031382805	953	989.3
711.55	753.123416149069	957.02	992.1
711.8	767.159421379536	964	1001.4
712.05	788.003030402093	961.93	1000.2
712.3	812.688741418764	954.74	990.6
712.55	830.053772474665	954.33	988.6
712.81	837.104746649232	956.64	992.7
713.06	830.092477933966	957.32	993.4
713.31	812.391833932658	982.78	1025.8
713.56	799.135851585486	986.15	1029.9
713.81	791.106420398824	989.47	1035
714.06	789.232422360249	985.47	1030.5
714.31	792.686606734227	976.35	1012.3
714.57	794.918038574698	977.96	1014.3
714.82	794.827675711017	970.91	1001.1
715.07	790.754449166394	978.72	1016.8
715.32	781.235348152992	978.48	1011.8
715.57	774.779440993789	998.18	1035.2
715.82	783.953376920563	980.1	1008.5
716.07	790.237767244198	974.13	999.6
716.32	781.522003922851	986.41	1015.5
716.57	780.856188296829	983.65	1006.9
716.83	793.331513566525	974.34	992.4
717.08	804.253991500491	969.87	982.7
717.33	806.352932330828	974.27	988.6
717.58	799.395733899968	982.66	1003.6
717.83	790.168473357307	989.19	1013.2
718.08	779.440902255639	991.39	1010.7
718.33	772.519915004904	1005.1	1029.4
718.58	777.000523046748	983.5	996.9
718.83	777.970604772802	990.26	1010.1
719.08	771.253916312521	990.38	1011.3
719.33	763.274047074208	1002.8	1025.7
719.58	756.787819548873	1022.8	1051
719.83	759.203288656424	1026.2	1057.1
720.09	769.942350441321	1028.8	1058.5
720.34	783.960313828049	1034.3	1062.8
720.59	803.814449166395	1032.1	1064
720.84	821.639218698921	1013.5	1041.8
721.09	824.765897352076	1028.7	1063.2
721.34	822.367678980059	1033	1069.8
721.59	826.174128800262	1038	1073.4
721.84	835.892667538412	1032.4	1067.5
722.09	841.54099378882	1031.1	1069.1
722.34	839.077567832625	1033.7	1075.7
722.59	833.180608041844	1038.4	1079.5
722.84	825.230908793724	1045.1	1081.1
723.09	816.777293233083	1049	1086.6
723.34	809.964037267081	1056.3	1094
723.59	805.294710689768	1055.7	1090.3
723.84	795.539297155934	1061.8	1095.9
724.09	778.605429879046	1074.3	1107.8
724.34	771.017665903891	1082.6	1118
724.59	778.949408303367	1068.7	1100.9
724.84	792.172562929062	1074	1110
725.09	807.595567178817	1072.2	1109.1
725.34	825.286691729324	1076.2	1108.1
725.59	838.562739457339	1078	1110.1
725.84	842.335815626022	1095	1129.4
726.09	850.270035959464	1111	1146.8
726.34	862.235086629618	1111	1143.9
726.59	868.752647924159	1139.6	1180.1
726.84	882.952647924159	1137.4	1178.4
727.09	898.053808434129	1141.1	1179.1
727.34	899.34176201373	1160.1	1199.4
727.59	898.293746322328	1178.5	1220.6
727.84	905.926044458974	1182.2	1226.3
728.09	914.107714939523	1183.1	1223.3
728.34	913.239323308271	1198.5	1241.5
728.58	911.48915658712	1216	1263.9
728.83	911.627721477608	1221.2	1270.5
729.08	910.340539391958	1237.9	1290.6
729.33	917.991673749592	1239.9	1290.9
729.58	929.530389016019	1238.4	1284.8
729.83	934.607437070939	1251.4	1294.9
730.08	938.32225890814	1250.3	1286.9
730.33	940.168826413861	1268.8	1303.2
730.58	942.902170644002	1280.4	1316.3
730.83	950.247610330174	1275.2	1313.2
731.08	953.64588754495	1272.6	1307.5
731.33	947.493337692057	1281.8	1318.3
731.58	944.499712324289	1287	1325.8
731.82	949.312056227526	1280.1	1312.9
732.07	949.987685518144	1298.1	1334.1
732.32	948.045034324943	1308.2	1342.6
732.57	952.827254004577	1312.5	1349.3
732.82	961.728476626349	1310.1	1342.4
733.07	960.198702190259	1319.7	1353.6
733.32	953.908819875777	1336.4	1375.7
733.57	953.996727688788	1326.8	1357.3
733.82	954.306910755149	1348.2	1384.5
734.06	959.410209218699	1356.7	1395
734.31	972.126845374306	1359.3	1401.9
734.56	984.39385420072	1364.1	1407.6
734.81	992.587737822818	1379.8	1425.7
735.06	1000.11303694018	1382.8	1430.1
735.31	1011.07989539065	1388.5	1433.8
735.56	1019.10832298137	1386	1429.8
735.8	1018.1512095456	1405.8	1454.8
736.05	1014.57094148415	1430	1478.1
736.3	1015.10713305002	1446.1	1501.1
736.55	1022.11865642367	1466.6	1525
736.8	1031.71579274273	1479.4	1535.9
737.05	1045.73498202027	1502	1568.1
737.29	1067.32690748611	1497.3	1560.8
737.54	1087.73275907159	1513.8	1587
737.79	1100.77899640405	1511.4	1583
738.04	1103.88448512586	1531.2	1612.9
738.29	1103.33920235371	1544.1	1623.5
738.54	1107.48295194508	1564.7	1646.9
738.78	1119.98169336385	1571.1	1655.1
739.03	1137.83649885584	1564.9	1641.1
739.28	1148.98048381824	1576	1655.8
739.53	1153.77230794377	1594.9	1669.2
739.78	1159.08457012096	1604.8	1678.9
740.02	1163.02600849951	1618.4	1691.9
740.27	1162.60985943119	1632.4	1713.3
740.52	1156.26492317751	1646	1733
740.77	1154.49362536777	1666.1	1758.9
741.01	1162.67669172932	1660.8	1750.8
741.26	1166.94001307617	1681.7	1776.7
741.51	1165.61147433802	1688	1779.2
741.76	1168.36165413534	1710.7	1808
742.01	1180.81657404381	1714.4	1811.7
742.25	1198.92994442628	1732.8	1823.4
742.5	1215.29663288656	1748.7	1840.2
742.75	1228.42088917947	1763.6	1850.3
743	1237.1463877084	1777.8	1860.4
743.24	1242.73363844394	1793.3	1873.8
743.49	1253.76155606407	1811	1901.3
743.74	1268.97299771167	1821.5	1907.3
743.99	1280.41971232429	1841.1	1934
744.23	1291.36887871854	1849.7	1945.3
744.48	1299.85704478588	1862.8	1960.7
744.73	1303.27286694998	1874.9	1981.7
744.97	1300.80578620464	1894.3	2008.9
745.22	1294.46211180124	1928.6	2049.6
745.47	1297.70644001308	1954.2	2077.7
745.72	1308.68754494933	1968.8	2087.3
745.96	1316.88447204969	2008.7	2126.2
746.21	1323.39293886891	2034.8	2148
746.46	1332.70183066362	2076	2193.1
746.7	1353.10238640079	2102.6	2220.8
746.95	1381.35171624714	2125.8	2241.3
747.2	1410.53671134358	2166.5	2284.4
747.45	1443.85125858124	2195.8	2315.1
747.69	1478.48868911409	2240.8	2367.7
747.94	1508.91108205296	2289.2	2415.9
748.19	1535.3225890814	2343.3	2480.6
748.43	1568.53363844394	2394	2532.8
748.68	1607.49074861066	2440.8	2580.3
748.93	1642.24295521412	2509.8	2662.8
749.17	1677.12412553122	2578.4	2742.8
749.42	1710.5382477934	2659.1	2832.9
749.67	1740.54148414515	2738.3	2927.5
749.91	1769.3658058189	2829	3017.3
750.16	1802.92396207911	2941.9	3135.6
750.41	1852.11523373652	3036.6	3237.4
750.65	1907.79496567506	3160.1	3376.4
750.9	1965.98362209873	3305.6	3542.1
751.14	2037.32049689441	3444.9	3706.9
751.39	2120.95635828702	3606.4	3893.9
751.64	2208.47247466492	3779.6	4082.5
751.88	2296.11320693037	3995.2	4325.5
752.13	2393.59133703825	4245	4588.3
752.38	2506.47031709709	4545.7	4913.1
752.62	2673.01320455596	4428	4745
752.87	2858.73771107942	4470	4835
753.11	3063.64383666962	4774.5	5255
753.36	3287.73158132657	5181.5	5627
753.61	3531.00094505027	5480	6065.5
753.85	3793.45192784071	5754	6269.5
754.1	4075.08452970162	6297	6842
754.35	4375.89875062928	7038.8	7710.5
754.59	4695.89459063113	7843.3	8314
754.84	5035.07204969227	8999.5	9597.8
